"id","likesCount","ownerUsername","postUrl","replies/0/id","replies/0/likesCount","replies/0/ownerUsername","replies/0/text","replies/0/timestamp","replies/1/id","replies/1/likesCount","replies/1/ownerUsername","replies/1/text","replies/1/timestamp","replies/2/id","replies/2/likesCount","replies/2/ownerUsername","replies/2/text","replies/2/timestamp","repliesCount","text","timestamp"
"18289847224021423","0","vish_ishana_","https://www.instagram.com/p/CQLs3J6pn7l/","17887784612635580","0","beminimalist__","@singh_ishana_vish_ Hey! Thank you choosing our brand for your skincare❤
So, we do not recommend Retinol to beginners as it is very strong. However, we have 2 anti aging products for beginner and you can start with either of them as per your choice.

Multi-Peptide Serum (7% Matrixyl 3000 + 3% Bio-Placenta) is a rejuvenating collagen boosting serum that restores youthfulness, resulting in younger, firmer-looking skin. It boosts skin moisturization & helps in reducing under eyes wrinkles & crow's feet 

Granactive Retinoid 2% is a next-generation anti-aging formula that helps in removing fine line wrinkles by increasing cell turnover & stimulating collagen product thus revealing radiant glowy skin","2022-05-04T10:40:36.000Z",,,,,,,,,,,"1","Hey !! I m an new user for serum nd have choosed ur brand can i just use retinol serum just as a begginer please reply???","2022-05-04T07:09:19.000Z"
"17941032350028997","0","smriti6014","https://www.instagram.com/p/CQLs3J6pn7l/","18013372066397303","0","beminimalist__","Hey @smriti6014, Would request you to DM us so that we can help you in a better way","2022-05-20T14:08:02.000Z",,,,,,,,,,,"1","Hi i am 38 yrs and looking for anti ageing serum i have uneven skin tone and blackheads as well so could you pls suggest serums for my skin as well as routine for that.For blackheads should I use salicylic acid .In my Am routine i am already using hyloronic acid and vitami c 10% .Thanks","2022-05-17T19:10:32.000Z"
"17868301265684787","0","p.i.c.swipe","https://www.instagram.com/p/CQLs3J6pn7l/","17978295379541744","0","beminimalist__","@p.i.c.swipe �Hey, our team has reverted you back over the DM. Please check the same and help us with the required information.","2022-05-26T04:55:32.000Z",,,,,,,,,,,"1","@beminimalist__  Hey! Pls do check DM","2022-05-22T10:51:27.000Z"
"17956233094827481","0","jpremanshi","https://www.instagram.com/p/CQLs3J6pn7l/","17972976361539730","0","beminimalist__","@jpremanshi Hey, apologies as we are unable to fetch your DM so kindly message us again.","2022-06-05T06:30:08.000Z",,,,,,,,,,,"1","Check DM","2022-06-04T16:59:23.000Z"
"17943417754946592","0","anagha_meera_manoharan","https://www.instagram.com/p/CQLs3J6pn7l/","17912749070454757","0","beminimalist__","@anagha_meera_manoharan Hey, use Granactive Retinoid twice a week & gradually increase the frequency.

Here is the skincare routine you should follow: 
""AM : Moisturizer
 PM : Retinoid 
 
  Please note the below points before you start following this routine : 
 *Do a patch test before using the product
 *Use Granactive Retinoid twice a week & gradually increase the frequency
 *Always wear a broad-spectrum sunscreen SPF 30 or above during the day as your skin becomes more susceptible to sunburn
 *Apply all actives on dry skin & use only 2-3 drops of serum for application
 
 *Below is the general layering practice one should follow while incorporating skincare actives in your routine
 
 AM : Cleanse > Tone > Skincare Actives > Moisturizer > Sunscreen (SPF30 or above)
 PM : Cleanse > Tone > Skincare Actives > Moisturizer""","2022-06-10T05:17:25.000Z",,,,,,,,,,,"1","Hey how often should one use retinoid? Is it every day or twice or thrice a week?","2022-06-10T02:45:43.000Z"
"18048230059336808","0","risha_20_","https://www.instagram.com/p/CQLs3J6pn7l/","17925260399274452","0","beminimalist__","@risha_20_ Hey, yes we recommend applying Multi peptide first and then you can layer it with Granactive Retinoid 02%.
However, for acne-prone skin and acne spots our primary products are different. 
�Kindly reach out to our team over DM so that we can assist you better with your skin concerns.","2022-06-19T05:19:53.000Z",,,,,,,,,,,"1","Hi should I first use your multiple peptide serum and then use 2%granule active retinol? As shown in  ur post ...I have oily acne prone skin with acne spots","2022-06-16T05:34:57.000Z"
"17955834208851254","0","madhura.vd","https://www.instagram.com/p/CQLs3J6pn7l/","17925823832459834","0","madhura.vd","@beminimalist__ thanks a lot","2022-06-21T06:00:21.000Z","17940420650008576","0","madhura.vd","@beminimalist__ i am currently using 2 percent salicylic acid facewash. Does it go well with the retinoid?","2022-06-21T08:15:57.000Z","17908556402556568","0","beminimalist__","@madhura.vd  You’re welcome. Happy to help! 
And yes, it can be paired with Retinoid after performing a patch test","2022-06-22T05:05:27.000Z","4","Hi, i am already using niacinamide in my am and vit c in my pm routine. I wanted to start with multi peptide and retinoid. Plz advise on how to introduce along with the existing products.","2022-06-18T12:06:02.000Z"
"17946769043211878","0","gauri.singh17","https://www.instagram.com/p/CQLs3J6pn7l/","18325240678062810","0","beminimalist__","Here is the skincare routine you should follow:

AM : Moisturizer​
PM : Multi Peptide < Retinol

*Use Retinol 0.3% twice a week.
*Apply all actives on dry skin & use only 2-3 drops of serum for application
*Keep 3-5 mins gap while layering the products","2022-09-19T06:28:57.000Z",,,,,,,,,,,"1","Hey @beminimalist__ i just bought both the multi peptides serum and retinol 0.3% and it's the first time I m going to use them.","2022-09-16T18:49:20.000Z"
"17931207037871143","0","786shin3.skincare","https://www.instagram.com/p/CP0ovqhpiqK/","18206977564112821","0","786shin3.skincare","@beminimalist__ but instead of alpha arbutin i m using tranexamic acid. . Is it ok. .?","2021-12-03T10:51:52.000Z","17943556519643264","0","beminimalist__","@hina13701 If you are using Tranexamic Acid then it is also good as Tranexamic acid is potent version this will also help you.","2021-12-04T04:48:13.000Z","17942217139667435","0","786shin3.skincare","@beminimalist__ but my Q is how long can i use lactic acid. . ? Cos it's been 4 months using lactic acid Continuesly. . ?","2021-12-04T08:04:02.000Z","6","@beminimalist__  my lactic acid is about end should I buy new one. . Or try something else as an alternative. .?","2021-11-30T16:01:09.000Z"
"17904560153207764","0","dharshu","https://www.instagram.com/p/CP0ovqhpiqK/","17884419731540715","0","beminimalist__","Hey @dharshu You can keep using these products as for pigmentation we suggest using Alpha Arbutin only.","2021-12-02T06:27:42.000Z",,,,,,,,,,,"1","I am having a pigmentation near my mouth and nose .. now I am using Alpha arbutin in night and vitamin c in day.. should I continue this .. or I should add tranexamic acid ?","2021-11-30T17:34:11.000Z"
"17842889267702095","0","dvya.panicker","https://www.instagram.com/p/CP0ovqhpiqK/","18115645879269888","0","beminimalist__","Hey @dvya.panicker As per your skin concern we suggest you to go for our Tranexamic Acid 3%+HPA for addressing pigmentation and acne spots caused by inflammation or acne. Tranexamic acid is a new generation molecule and work well in fixing dark spots & helps getting brighter & even-looking skin","2021-12-08T06:23:05.000Z",,,,,,,,,,,"1","Hello, can you please tell me whether i should go for alpha arbutin or tranexamic acid? I have stubborn acne spots and pigmentation on the nose/lips area.. i have recently bought Salicylic Acid for acne treatment and have been using niacinamide for a while now.. please do reply, want to order asap accordingly","2021-12-07T15:58:21.000Z"
"17855432810667471","0","priyamittir","https://www.instagram.com/p/CP0ovqhpiqK/","17930290312804373","0","beminimalist__","@priyamittir Yes, we have a product as per her skin concern we suggest her to use our Tranexamic Acid 3%+HPA. Tranexamic acid is a new generation molecule and inhibits melanin synthesis and has proven results in fixing Melasma and hyperpigmentation.","2021-12-10T04:35:58.000Z",,,,,,,,,,,"1","Hello, My mother has hyperpigmentation due to melasma. Her age is 40+.Can these serums be effective for her?","2021-12-08T08:32:13.000Z"
"17922754259016626","0","sungtekim","https://www.instagram.com/p/CP0ovqhpiqK/","17899241297325382","0","beminimalist__","Hey @sungtekim You can use below mentioned products:-

For Melasma, you can use our Tranexamic Acid 3%+HPA. Tranexamic acid is a new generation molecule and inhibits melanin synthesis and has proven results in fixing Melasma.

Salicylic Acid penetrates the pore lining and scoops out the dirt, debris, and sebum. It is a mild exfoliator hence, which also helps in clearing dead skin cells. It helps in reducing  the pore size & also helps to dissolve blackheads and whiteheads as well","2021-12-13T06:15:46.000Z",,,,,,,,,,,"1","@beminimalist__ Hi..i have melasma on both side of my cheeks,and Its been two and half year already.I also have pores on my nose due to my white heads.Please suggest me what to use.","2021-12-12T21:17:11.000Z"
"17921036257963144","0","sungtekim","https://www.instagram.com/p/CP0ovqhpiqK/","17947647895620920","0","beminimalist__","@sungtekim Along with above suggested products you can also add Hyaluronic + Vitamin B5 for dry skin, as it's a hydrating booster with a punch of Vitamin B5 that pulls moisture deep into the skin & locks in there, leaving instant plump, baby-soft skin.","2021-12-13T06:16:41.000Z",,,,,,,,,,,"1","I also have a dry skin.","2021-12-12T21:19:43.000Z"
"18201478594130259","0","punamadhikari21","https://www.instagram.com/p/CP0ovqhpiqK/","18153580657214112","0","beminimalist__","Hey @punamadhikari21 No, we do not suggest using Lactic Acid in sensitive areas.","2022-01-11T06:14:28.000Z",,,,,,,,,,,"1","Hi minimalist, can lactic acid serum used in pubic area","2022-01-09T16:20:33.000Z"
"18119766445270113","0","divs_gallery","https://www.instagram.com/p/CP0ovqhpiqK/","17956022509598582","0","beminimalist__","Hey @divs_gallery You can use Lactic acid on active acne however we have different products available in portfolio as per your skin concerns. Please connect with us over DM to have detailed discussion.","2022-01-13T04:48:16.000Z",,,,,,,,,,,"1","Hello I hav dry sensitive acne prone skin … lactic acid can be use if any active acne or skin inflammation","2022-01-12T14:07:39.000Z"
"17875929851572676","0","sangeetagautam22","https://www.instagram.com/p/CP0ovqhpiqK/","17888062391573076","1","beminimalist__","@sangeetagautam22 Hey, for Melasma and pigmentation, you can use our Tranexamic Acid 3%+HPA. Tranexamic acid is a new generation molecule and inhibits melanin synthesis and has proven results in fixing Melasma","2022-01-17T11:40:21.000Z",,,,,,,,,,,"1","Hi I have melasma pigmentation on my face please suggest","2022-01-13T12:49:26.000Z"
"17966938789509323","0","rashmikarandikar","https://www.instagram.com/p/CP0ovqhpiqK/","17935254121797245","0","beminimalist__","@rashmikarandikar Hey, Tranexamic acid and Alpha arbutin will help in freckles and aging spots however if they are cause due to long screen hours then we would require an image of the same over DM for a better understanding?","2022-01-17T11:41:47.000Z",,,,,,,,,,,"1","Hi, will it work on freckles caused due to uv and long screen hours and also ageing...","2022-01-15T01:11:56.000Z"
"17961866536553259","0","craftstudiobynikita","https://www.instagram.com/p/CP0ovqhpiqK/","18014062420364635","1","beminimalist__","@craftstudiobynikita Hey, would love to help you here! 
Use Alpha Arbutin 2% as it is potent enough to reduce hyperpigmentation(a harmless condition in which patches of skin become darker than the surrounding skin) and dark spots significantly when applied topically daily. �

For dry uneven skin tone, use Niacinamide 5% + Hyaluronic Acid 1 and for oily/combination uneven skin tone, use Niacinamide 10%+Zinc.","2022-01-17T11:45:02.000Z",,,,,,,,,,,"1","Hi...i  hve hyperpigmentation on forehead cheeks and little around mouth..as well uneven skin tone because of that...should I follow this serum combination of should I go for vit. C + alpha arbutin in morning and niacinamide + alpha arbutin in the night....please guide...","2022-01-17T02:42:29.000Z"
"17971832074494909","0","gooddo_04","https://www.instagram.com/p/CP0ovqhpiqK/",,,,,,,,,,,,,,,,"0","Hi.. I hv hyperpigmentation on my cheeks from a very long time. I hv been using minimalist alpha arbutin for last 1yr but I don't see any change. I want to follow the about routine now and also I want to add retinol to my routine. So is it OK If I use retinol with this routine? If yes when should I apply it. Please help.","2022-01-21T19:06:38.000Z"
"17938441054757566","0","ashuroseblair","https://www.instagram.com/p/CP0ovqhpiqK/",,,,,,,,,,,,,,,,"0","Is tranexamic acid helpful for black acne marks n pigmentation around mouth, corners n forehead ?!","2022-01-31T11:19:25.000Z"
"17902838387344126","0","hamahil","https://www.instagram.com/p/CP0ovqhpiqK/",,,,,,,,,,,,,,,,"0","Pp","2022-02-08T12:28:17.000Z"
"17911178393364269","0","balbirsingh1512","https://www.instagram.com/p/CP0ovqhpiqK/",,,,,,,,,,,,,,,,"0","Can I layer tranexamic acid with my loreal revitalift cream mask night cream","2022-02-08T17:42:27.000Z"
"18115278292282934","0","_shalini_dubey_1610","https://www.instagram.com/p/CP0ovqhpiqK/",,,,,,,,,,,,,,,,"0","I have darkness on forehead and acne on neck which serums should I use ?","2022-02-25T08:27:06.000Z"
"17875809623647621","0","mysha.0202","https://www.instagram.com/p/CP0ovqhpiqK/",,,,,,,,,,,,,,,,"0","Hey ! Can I mix minimalist Tranexamic acid with minimalist vit c serum ?","2022-03-03T21:21:40.000Z"
"17924590622334337","0","prisha27_","https://www.instagram.com/p/CP0ovqhpiqK/",,,,,,,,,,,,,,,,"0","My mother was following this routine and she has observed significant improvement in her pigmentations in last few weeks...thank you 😊","2022-04-15T14:12:44.000Z"
"17923595300366254","0","lazy_panda__14","https://www.instagram.com/p/CP0ovqhpiqK/",,,,,,,,,,,,,,,,"0","Can i use tranexamic acid around eye area?","2022-05-13T19:10:33.000Z"
"17955351382895361","0","sayeda7862313","https://www.instagram.com/p/CP0ovqhpiqK/",,,,,,,,,,,,,,,,"0","Pp","2022-08-22T06:10:42.000Z"
"17906621471229032","0","liv_elyme","https://www.instagram.com/p/COvH-x7J5OY/","17924756509816888","0","beminimalist__","Hey @liv_elyme Yes, you can use AHA PHA BHA Peel on active acne.","2021-10-25T12:04:51.000Z",,,,,,,,,,,"1","is it ok to use aha bha pha peeling exfolitors on active acne?","2021-10-25T09:07:21.000Z"
"18179655943149824","0","sanjana_prasad19_","https://www.instagram.com/p/COvH-x7J5OY/",,,,,,,,,,,,,,,,"0","Hey can we use retinol after applying lactic acid serum ??!!","2021-10-27T20:10:36.000Z"
"18108333904269845","0","sanjana_prasad19_","https://www.instagram.com/p/COvH-x7J5OY/",,,,,,,,,,,,,,,,"0","Hi can we layer lactic acid serum with retinol","2021-10-27T20:12:28.000Z"
"17967719818461296","1","sanjana_prasad19_","https://www.instagram.com/p/COvH-x7J5OY/","18100948924279188","0","beminimalist__","Hey @sanjana_prasad____ No, we do not suggest using any other serum the day you use Lactic Acid  also we do not suggest using Lactic Acid in AM as it is an exfoliator so always suggested using in PM only. You can follow the below mentioned regime:-

""AM : Niacinamide
 ​PM : Niacinamide > Retinol 0.3% + Q10
 PM : Lactic Acid
 PM : Niacinamide
 
 
  Please note the below points before you start following this routine : 
 *Do a patch test before using the product(s) also note that the multiple PM routines shared above are to be used on separate nights, please do not overlap these routines
 *Use  Retinol 0.3% + Q10 twice a week & gradually increase the frequency
 *Use Lactic Acid twice a week & increase frequency to every alternate night once your skin adjusts
 *Keep 3-5 mins gap while layering the products
 *Always wear a broad-spectrum sunscreen SPF 30 or above during the day as your skin becomes more susceptible to sunburn
 *Apply all actives on dry skin & use only 2-3 drops of serum for application
 *Below is the general layering practice one should follow while incorporating skincare actives in your routine
 
 AM : Cleanse > Tone > Skincare Actives > Moisturizer > Sunscreen (SPF30 or above)
 PM : Cleanse > Tone > Skincare Actives > Moisturizer""","2021-10-28T12:42:39.000Z",,,,,,,,,,,"1","Becoz every day night I use retinol ans niacin-amide..so can I use lactic acid serum at morning","2021-10-27T20:13:02.000Z"
"17966414110469434","0","fatimazozo99","https://www.instagram.com/p/COvH-x7J5OY/","17900400341338186","1","beminimalist__","@fatimazozo99 Hey, yes these 3 exfoliators can be used by people with oily skin type 
However, please note our primary product for pigmentation is something else

Use Alpha Arbutin, as it is an anti-pigmentation daily serum that dramatically reduces dark spots for brighter, even-looking skin.","2021-11-02T06:08:17.000Z",,,,,,,,,,,"1","can oily skin use this serum to remove pigmention","2021-11-01T17:29:50.000Z"
"17917745329965000","0","ellys_academy","https://www.instagram.com/p/COvH-x7J5OY/","17906825396262788","0","beminimalist__","Hey @ellys_academy Yes, after the application of the product we suggest using a good moisturizer to seal in the moisture with a gap of 3-5 minutes.","2021-11-11T04:44:18.000Z",,,,,,,,,,,"1","Post salisylic can I layer it with a night cream?","2021-11-10T16:06:02.000Z"
"17948757892580248","0","pritii.pol","https://www.instagram.com/p/COvH-x7J5OY/","17927026651825978","0","beminimalist__","Hey @prettygirl.307 yes, these are safe actives. Just use it as directed and you are good to go. If you have any further doubts please reach us out over DM so that we can assist better.","2021-11-16T05:25:18.000Z",,,,,,,,,,,"1","This is safe for peeling at home","2021-11-15T16:42:25.000Z"
"17975944375451785","1","reya_t15","https://www.instagram.com/p/COvH-x7J5OY/","17843189384688213","0","beminimalist__","Hey @1platepaavbhaji You might be going through purging however we need more clarity on this request you to please connect with us over DM and there share your images and exact application process so that we can understand and assist.","2021-11-19T04:45:15.000Z",,,,,,,,,,,"1","Hello i am getting pimples on my face after 4 appliactions of aha pha bha..is this a part of process?? What can be done??","2021-11-17T14:04:40.000Z"
"17897484590443083","0","sehermallik","https://www.instagram.com/p/COvH-x7J5OY/","18177603532092634","1","beminimalist__","Hey @sehermallik  Not after but before you can follow below mentioned regime:-

""AM : Hyaluronic Acid
 PM : Hyaluronic Acid > Salicylic Acid
 PM : Hyaluronic Acid
 
  Please note the below points before you start following this routine : 
 *Do a patch test before using the product(s) also note that the multiple PM routines shared above are to be used on separate nights, please do not overlap these routines
 *Use Hyaluronic Acid on damp skin
 *Use Salicylic Acid on alternate days & gradually increase the frequency to daily & if you have sensitive skin, use Salicylic Acid only 2-3 times a week
 *Keep 3-5 mins gap while layering the products
 *Always wear a broad-spectrum sunscreen SPF 30 or above during the day as your skin becomes more susceptible to sunburn
 *Apply all actives on dry skin (Except Hyaluronic Acid) & use only 2-3 drops of serum for application
 *Below is the general layering practice one should follow while incorporating skincare actives in your routine
 
 AM : Cleanse > Tone > Skincare Actives > Moisturizer > Sunscreen (SPF30 or above)
 PM : Cleanse > Tone > Skincare Actives > Moisturizer.","2021-12-04T05:05:19.000Z",,,,,,,,,,,"1","Can I use the hyloronic acid serum.afyerthe salysylic acid serum?","2021-12-03T17:49:45.000Z"
"17915316701190207","0","muskan.16.10","https://www.instagram.com/p/COvH-x7J5OY/","17968931386499305","0","beminimalist__","@muskan_16.10 �Hey, our team has reverted you back over the DM please check the same😊","2021-12-28T05:21:14.000Z",,,,,,,,,,,"1","Kindly check my DM. Thank you so much. 🦋","2021-12-26T11:43:06.000Z"
"18183895780088911","0","twilight___gawl___","https://www.instagram.com/p/COvH-x7J5OY/","17849715512709205","0","beminimalist__","@twilight___gawl___0519 Hey, may we please know your skin concerns first so that we can help and suggest you accordingly?","2022-02-02T05:02:00.000Z",,,,,,,,,,,"1","Hey @beminimalist__ could you please suggest me any good exfoliating serum for sensitive acne prone skin?? Please ....","2022-02-01T06:29:41.000Z"
"17952262078628828","0","jyotiluvsubaby13","https://www.instagram.com/p/COvH-x7J5OY/","17952233410651664","0","beminimalist__","@jyotiluvsubaby13 Hey, Price of Salicylic Acid 2% is INR.545/- , Lactic Acid INR.589/- and AHA 25% + PHA 5% + BHA 2% INR.689/-","2022-02-05T04:55:42.000Z",,,,,,,,,,,"1","pp","2022-02-03T05:38:47.000Z"
"18192690826085026","0","gur__.sandhu","https://www.instagram.com/p/COvH-x7J5OY/","17931750091984837","0","beminimalist__","Hey @gur__.sandhu, Here is the routine that you should follow 
""AM : Vitamin C > Niacinamide
 PM : Niacinamide
 PM : Lactic Acid
 
  Please note the below points before you start following this routine : 
 *Do a patch test before using the product(s) also note that the multiple PM routines shared above are to be used on separate nights, please do not overlap these routines
 *Use Lactic Acid twice a week & increase frequency to every alternate night once your skin adjusts
 *Keep 3-5 mins gap while layering the products
 *Always wear a broad-spectrum sunscreen SPF 30 or above during the day as your skin becomes more susceptible to sunburn
 *Apply all actives on dry skin & use only 2-3 drops of serum for application
 *Below is the general layering practice one should follow while incorporating skincare actives in your routine
 
 AM : Cleanse > Tone > Skincare Actives > Moisturizer > Sunscreen (SPF30 or above)
 PM : Cleanse > Tone > Skincare Actives > Moisturizer""","2022-03-21T05:00:35.000Z",,,,,,,,,,,"1","Please guide can I use lactic acid for PM skin regime and vitamin c with niacinamide in AM regime","2022-03-18T13:19:38.000Z"
"18172246195207765","0","rikzen_lamoo","https://www.instagram.com/p/COvH-x7J5OY/","17926825529083797","0","beminimalist__","Hey @rikzen_lamoo, It need to be kept for maximum 10 mins. Would request you to Dm us so that we can discuss and help you accordingly","2022-04-07T05:50:58.000Z",,,,,,,,,,,"1","I kep AHA BHA PHA peel for whole night please help me","2022-04-06T16:55:12.000Z"
"18059883208308003","0","ammu.s.k","https://www.instagram.com/p/COvH-x7J5OY/","17891072693625013","0","beminimalist__","@ammu.s.k Hey, we do not recommend applying Niacinamide or any other active/serum on the night you apply the AHA peel.

Let us know your skin concern so that we can help you better?","2022-04-23T05:30:39.000Z",,,,,,,,,,,"1","Can I use niacinamide after AHA BHA PHA peel ... And what about vit c serum","2022-04-22T16:24:18.000Z"
"17948032309832709","0","a_p_a_r_n_a000","https://www.instagram.com/p/COvH-x7J5OY/","17957614855682528","0","beminimalist__","@a_p_a_r_n_a000 Hey, please confirm do you wish to introduce AHA PHA BHA 32% peel alone to your routine or with some other exfoliator?
Also, please note our AHA 32% peel is not suitable for sensitive skin type","2022-05-22T05:07:22.000Z","17927869121408342","0","beminimalist__","@a_p_a_r_n_a000 Hey! Yes, it can be used by beginners however, we do not recommend it to sensitive skin type.","2022-07-19T05:06:23.000Z",,,,,,"2","I'm a begginer with chemical exfoliator .planning to purchase this month .So Can I use the chemical exfoliator with AHA25% PHA5% and BHA2%??","2022-05-21T09:54:45.000Z"
